Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Reservoir,1/78 Purinuan Rd,3,u,630000,PI,RW,16-09-2017,12,3073,,,,,,,,,,Northern Metropolitan,21650
Reservoir,2/138 Rathcown Rd,1,u,423000,S,Barry,16-09-2017,12,3073,1,1,1,,40,2012,,-37.70856,145.01794,Northern Metropolitan,21650
Reservoir,3/206 Spring St,2,u,415000,SP,Love,16-09-2017,12,3073,2,1,1,,74,1987,,-37.72131,145.00385,Northern Metropolitan,21650
Reservoir,1/50 Whitelaw St,2,u,519000,S,Nelson,16-09-2017,12,3073,2,1,1,,62,2012,,-37.71313,145.01798,Northern Metropolitan,21650
Richmond,269 Coppin St,3,h,3270000,S,Jellis,16-09-2017,2.4,3121,3,1,2,,121,1890,,-37.82898,145.00218,Northern Metropolitan,14949
Richmond,318/185 Lennox St,2,u,,S,Biggin,16-09-2017,2.4,3121,2,1,1,,69,2005,,-37.81741,144.99494,Northern Metropolitan,14949
Richmond,1/100 Rowena Pde,2,u,530000,SP,Biggin,16-09-2017,2.4,3121,2,1,1,,,1970,,-37.82106,144.99522,Northern Metropolitan,14949
Richmond,37 Spencer Pl,3,t,1500000,VB,Jellis,16-09-2017,2.4,3121,3,2,2,72,145,2011,,-37.81937,145.00146,Northern Metropolitan,14949
Richmond,105/18 Tanner St,1,u,499000,S,Peter,16-09-2017,2.4,3121,,,,,,,,-37.82309,144.99056,Northern Metropolitan,14949
Richmond,11/9 Tennyson St,1,u,485000,S,Biggin,16-09-2017,2.4,3121,1,1,1,,,,,-37.82399,144.99181,Northern Metropolitan,14949
Richmond,29 Type St,2,h,1200000,S,Biggin,16-09-2017,2.4,3121,2,1,,135,86,1890,,-37.82132,145.00973,Northern Metropolitan,14949
Richmond,2A Wall St,2,h,1276000,S,Marshall,16-09-2017,2.4,3121,2,2,1,,,,,-37.8227,145.0019,Northern Metropolitan,14949
Ringwood,5 Bigola St,3,h,800000,S,buyMyplace,16-09-2017,19.9,3134,3,1,3,691,,,,-37.80236,145.23916,Eastern Metropolitan,7785
Ringwood,33 Nelson St,4,h,1335000,PI,Carter,16-09-2017,19.9,3134,4,1,0,697,,1980,,-37.81169,145.22244,Eastern Metropolitan,7785
Ringwood,14 Norfolk Av,4,h,935000,S,Philip,16-09-2017,19.9,3134,4,3,2,540,119,,,-37.82782,145.22506,Eastern Metropolitan,7785
Ringwood East,53 Eastfield Rd,4,h,,SN,Barry,16-09-2017,21.3,3135,4,2,2,,,,,-37.80876,145.25891,Eastern Metropolitan,4407
Ringwood East,14 Malcolm Ct,6,h,,PI,Barry,16-09-2017,21.3,3135,6,4,2,1216,278,1975,,-37.81876,145.25497,Eastern Metropolitan,4407
Ringwood East,4 Short St,3,h,746000,S,Fletchers,16-09-2017,21.3,3135,3,1,1,400,135,1950,,-37.80954,145.25538,Eastern Metropolitan,4407
Ringwood East,9 Teak Av,4,h,,PI,Fletchers,16-09-2017,21.3,3135,4,1,2,878,,,,-37.82362,145.26315,Eastern Metropolitan,4407
Ringwood North,5 Unsworth Rd,4,h,1283000,S,Philip,16-09-2017,19.9,3134,4,2,2,1019,,,,-37.8004,145.23257,Eastern Metropolitan,3619
Rosanna,169 Bellevue Av,3,h,1160000,PI,Fletchers,16-09-2017,8.9,3084,3,1,2,,,,,-37.73089,145.06589,Eastern Metropolitan,3540
Rosanna,4 Devlin Ct,4,h,1365000,SP,Miles,16-09-2017,8.9,3084,4,3,2,687,,,,-37.73184,145.07061,Eastern Metropolitan,3540
Rosanna,17 Grandview Gr,3,h,1250000,VB,Nelson,16-09-2017,8.9,3084,3,2,2,,,,,-37.7432,145.06179,Eastern Metropolitan,3540
Rosanna,8 Laane Av,3,h,,SP,Barry,16-09-2017,8.9,3084,,,,,,,,,,Eastern Metropolitan,3540
Rosanna,28 Millicent St,4,h,1775000,S,Miles,16-09-2017,8.9,3084,4,2,2,1240,,,,-37.74085,145.07055,Eastern Metropolitan,3540
Rowville,1 Glenn Ct,4,h,955000,SP,Harcourts,16-09-2017,23.5,3178,4,2,2,,192,1999,,-37.93328,145.25559,South-Eastern Metropolitan,11667
Roxburgh Park,21 Orion Wy,3,h,380000,S,Raine,16-09-2017,20.6,3064,3,1,1,372,92,2000,,-37.62388,144.93701,Northern Metropolitan,5833
Roxburgh Park,109 Rossiter Av,3,h,,SN,Barry,16-09-2017,20.6,3064,3,2,2,647,0,2000,,-37.63211,144.92587,Northern Metropolitan,5833
Sandhurst,18 Tarcoola Wy,4,h,665000,SP,Eview,16-09-2017,34.7,3977,4,2,2,,184,2010,,-38.08543,145.1941,South-Eastern Metropolitan,1721
Sandringham,7 Duff St,4,h,1665000,S,hockingstuart,16-09-2017,15.2,3191,4,3,2,780,,,,-37.9602,145.02026,Southern Metropolitan,4497
Sandringham,4 Gladstone St,4,h,,PN,Buxton,16-09-2017,15.2,3191,4,2,2,817,244,1890,,-37.95053,145.01329,Southern Metropolitan,4497
Sandringham,4A Holzer St,3,h,,VB,Buxton,16-09-2017,15.2,3191,3,2,2,,,,,-37.94622,145.01368,Southern Metropolitan,4497
Sandringham,6 Jennings St,4,h,1915000,SP,Buxton,16-09-2017,15.2,3191,4,2,2,563,220,1910,,-37.95893,145.0128,Southern Metropolitan,4497
Sandringham,1/2 Neptune St,4,t,,S,Buxton,16-09-2017,15.2,3191,4,3,2,,280,2011,,-37.95115,145.01922,Southern Metropolitan,4497
Sandringham,27 Sandringham Rd,3,h,1610000,SA,hockingstuart,16-09-2017,15.2,3191,3,1,1,,,,,-37.95049,145.00724,Southern Metropolitan,4497
Sandringham,95A Vincent St,4,t,,VB,Buxton,16-09-2017,15.2,3191,4,2,2,395,,,,-37.94979,145.02027,Southern Metropolitan,4497
Scoresby,9 Armin St,4,h,950000,S,Fletchers,16-09-2017,22.2,3179,4,2,,758,,1975,,-37.88863,145.23435,Eastern Metropolitan,2206
Scoresby,145 George St,4,h,962000,S,One,16-09-2017,22.2,3179,4,2,3,724,166,1985,,-37.88919,145.2165,Eastern Metropolitan,2206
South Melbourne,250 Ferrars St,1,h,855000,S,Greg,16-09-2017,1.9,3205,1,1,0,67,72,1900,,-37.8343,144.95529,Southern Metropolitan,5943
South Morang,21 Cuckoo St,3,h,490000,S,Ray,16-09-2017,20.5,3752,3,2,2,,140,1995,,-37.62693,145.09323,Northern Metropolitan,7969
South Morang,7 Haven Cl,3,h,527000,S,New,16-09-2017,20.5,3752,3,2,2,,170,2009,,-37.62986,145.0801,Northern Metropolitan,7969
South Morang,17 Romina Wy,4,h,631500,S,HAR,16-09-2017,20.5,3752,4,2,2,,168,2008,,-37.64172,145.09822,Northern Metropolitan,7969
South Morang,34 Tuross Cr,4,h,716500,S,Millership,16-09-2017,20.5,3752,4,2,2,,172,,,-37.63634,145.09135,Northern Metropolitan,7969
South Morang,29 Vautier Pl,3,h,541000,S,HAR,16-09-2017,20.5,3752,3,2,2,,107,2000,,-37.63679,145.06791,Northern Metropolitan,7969
South Yarra,1/49 Davis Av,2,u,570000,S,hockingstuart,16-09-2017,2.7,3141,2,1,2,,,,,-37.84049,144.99019,Southern Metropolitan,14887
South Yarra,246B Domain Rd,3,h,,S,Kay,16-09-2017,2.7,3141,3,2,2,,,,,-37.83445,144.98619,Southern Metropolitan,14887
South Yarra,4/28 Kensington Rd,2,h,,S,Marshall,16-09-2017,2.7,3141,2,1,1,,160,1935,,-37.8374,145.00193,Southern Metropolitan,14887
South Yarra,16 Margaret St,3,h,1305000,SP,Jellis,16-09-2017,2.7,3141,3,1,,174,110,1900,,-37.84517,144.98727,Southern Metropolitan,14887
South Yarra,65 Moore St,3,h,,S,Marshall,16-09-2017,2.7,3141,3,2,,,,,,-37.84311,144.98925,Southern Metropolitan,14887
South Yarra,3/41 Park St,2,u,787500,S,Marshall,16-09-2017,2.7,3141,2,1,1,,,,,-37.83666,144.98179,Southern Metropolitan,14887
South Yarra,7/939 Punt Rd,2,u,651000,SP,Jellis,16-09-2017,2.7,3141,2,1,1,,92,1975,,-37.83247,144.98753,Southern Metropolitan,14887
Spotswood,28 George St,4,t,1330000,S,hockingstuart,16-09-2017,6.2,3015,,,,,,,,,,Western Metropolitan,1223
Springvale,731 Princes Hwy,3,h,770000,SP,Le,16-09-2017,20.8,3171,3,1,4,585,,,,-37.93975,145.16326,South-Eastern Metropolitan,7412
Springvale South,29 Effie Ct,4,h,,SN,Barry,16-09-2017,22.2,3172,4,2,2,806,,,,-37.96636,145.13752,South-Eastern Metropolitan,4054
St Albans,2 Mytton Cl,3,h,,SN,Barry,16-09-2017,14,3021,3,2,2,565,133,1975,,-37.76067,144.80295,Western Metropolitan,14042
St Albans,52 Rhodes St,3,h,711000,S,Prof.,16-09-2017,14,3021,3,1,1,,112,1970,,-37.75351,144.80408,Western Metropolitan,14042
St Helena,65 Maxine Dr,4,h,927000,S,Darren,16-09-2017,16.1,3088,4,2,2,,,,,-37.68659,145.13485,Eastern Metropolitan,915
St Kilda,2/1 Acland St,1,u,461500,S,hockingstuart,16-09-2017,5,3182,1,1,2,,,,,-37.86268,144.97397,Southern Metropolitan,13240
St Kilda,46/10 Acland St,1,u,408000,S,McGrath,16-09-2017,5,3182,1,1,1,,,,,-37.86295,144.97471,Southern Metropolitan,13240
St Kilda,4/88 Blessington St,2,u,760000,VB,hockingstuart,16-09-2017,5,3182,,,,,,,,-37.86837,144.98545,Southern Metropolitan,13240
St Kilda,57 Octavia St,3,h,1900000,S,Buxton,16-09-2017,5,3182,,,,,,,,-37.85834,144.98736,Southern Metropolitan,13240
Strathmore,26 Carnarvon Rd,3,h,1720000,S,Brad,16-09-2017,8.2,3041,3,1,2,631,,,,-37.73887,144.91103,Western Metropolitan,3284
Strathmore,274 Napier St,3,h,1300000,PI,Considine,16-09-2017,8.2,3041,3,2,2,,,1940,,-37.73732,144.91973,Western Metropolitan,3284
Strathmore,1/14 Wendora St,3,t,1050000,PI,RT,16-09-2017,8.2,3041,,,,,,,,,,Western Metropolitan,3284
Strathmore,9 Windsor Av,2,h,1415000,S,Nelson,16-09-2017,8.2,3041,2,1,1,,,,,-37.73769,144.90961,Western Metropolitan,3284
Sunbury,26 Briarwood Ct,3,h,405000,S,YPA,16-09-2017,31.7,3429,3,1,3,515,101,1991,,-37.57662,144.74767,Western Metropolitan,14092
Sunbury,51 Dunrossil Dr,3,h,545000,S,L,16-09-2017,31.7,3429,3,1,2,,,1990,,-37.55971,144.73002,Western Metropolitan,14092
Sunbury,6 Landsborough Dr,3,h,460000,S,YPA,16-09-2017,31.7,3429,,,,,,,,,,Western Metropolitan,14092
Sunbury,11 Mounsey Ct,3,h,,PI,Barry,16-09-2017,31.7,3429,3,2,2,,,1970,,-37.58379,144.71992,Western Metropolitan,14092
Sunbury,60 Riddell Rd,3,h,482000,S,YPA,16-09-2017,31.7,3429,3,1,1,573,126,1965,,-37.57123,144.72334,Western Metropolitan,14092
Sunbury,1 Whitty La,3,h,436000,SP,Leeburn,16-09-2017,31.7,3429,3,2,2,350,220,2004,,-37.58883,144.70202,Western Metropolitan,14092
Sunshine,5 Barnett St,4,h,830000,PI,Sweeney,16-09-2017,10.5,3020,4,1,3,502,,,,-37.78209,144.84581,Western Metropolitan,3755
Sunshine,2/7 Station Pl,3,t,730000,S,Jas,16-09-2017,10.5,3020,,,,,,,,,,Western Metropolitan,3755
Sunshine North,117 Berkshire Rd,4,h,665000,S,Douglas,16-09-2017,10.5,3020,4,2,3,600,183,1975,,-37.76482,144.83375,Western Metropolitan,4217
Sunshine North,6 Melton Av,3,h,610000,SP,Sweeney,16-09-2017,10.5,3020,3,1,1,581,,,,-37.7674,144.82421,Western Metropolitan,4217
Sunshine North,33 Sandford Av,3,h,,PI,Barry,16-09-2017,10.5,3020,3,1,2,,120,1960,,-37.76636,144.82665,Western Metropolitan,4217
Sunshine North,3 Tudor Rd,3,h,560000,S,Douglas,16-09-2017,10.5,3020,3,1,1,,102,1956,,-37.76748,144.83128,Western Metropolitan,4217
Sunshine North,111 Warwick Rd,4,h,630000,S,Sweeney,16-09-2017,10.5,3020,4,1,,,132,1970,,-37.76836,144.83235,Western Metropolitan,4217
Sunshine West,5 Comino Rd,5,h,720000,S,Bells,16-09-2017,10.5,3020,5,2,2,,0,2010,,-37.79324,144.79389,Western Metropolitan,6763
Surrey Hills,2/98 Durham Rd,3,u,1290000,S,Fletchers,16-09-2017,10.2,3127,3,2,1,270,,,,-37.83404,145.0893,Southern Metropolitan,5457
Surrey Hills,29 Essex Rd,4,h,1810000,S,Garvey,16-09-2017,10.2,3127,4,3,2,349,223,1997,,-37.82832,145.09242,Southern Metropolitan,5457
Surrey Hills,7/6 Park Rd,2,u,724000,S,Jellis,16-09-2017,10.2,3127,2,1,1,,,,,-37.83691,145.11075,Southern Metropolitan,5457
Surrey Hills,10 Pembroke St,5,h,2230000,SA,Woodards,16-09-2017,10.2,3127,5,2,2,754,270,1905,,-37.82807,145.10796,Southern Metropolitan,5457
Surrey Hills,7 Wandsworth Rd,4,h,3851000,S,Fletchers,16-09-2017,10.2,3127,4,4,2,,432,2004,,-37.81865,145.09223,Southern Metropolitan,5457
Taylors Hill,42 Hardware La,3,h,635000,S,Barry,16-09-2017,18,3037,,,,,,,,,,Western Metropolitan,4242
Templestowe,36 Newmans Rd,5,h,1930000,S,Jellis,16-09-2017,15.5,3106,5,3,2,807,377,2000,,-37.75245,145.15283,Eastern Metropolitan,6202
Templestowe,12 Read St,9,h,,VB,Fletchers,16-09-2017,15.5,3106,9,4,5,,,,,-37.75198,145.14544,Eastern Metropolitan,6202
Templestowe Lower,181 MacEdon Rd,4,h,1260000,PI,hockingstuart,16-09-2017,12.4,3107,4,2,2,,,,,-37.75923,145.11546,Eastern Metropolitan,5420
Thomastown,15 Alison St,3,h,600500,S,Barry,16-09-2017,15.3,3074,3,1,1,552,,,,-37.68366,145.02783,Northern Metropolitan,7955
Thomastown,89 Cedar St,3,h,640000,S,Barry,16-09-2017,15.3,3074,3,1,2,680,,1950,,-37.6806,145.02402,Northern Metropolitan,7955
Thomastown,4 Charlton Pl,3,h,750000,S,HAR,16-09-2017,15.3,3074,3,2,2,536,169,1980,,-37.67666,144.99161,Northern Metropolitan,7955
Thornbury,2/39 Clapham St,2,h,760000,S,Jellis,16-09-2017,7,3071,2,1,1,,,,,-37.75404,144.99784,Northern Metropolitan,8870
Thornbury,119A Harold St,4,h,1605000,PI,McGrath,16-09-2017,7,3071,4,2,2,348,92,1930,,-37.75582,144.98951,Northern Metropolitan,8870
Thornbury,108 Normanby Av,3,h,1300000,SP,Love,16-09-2017,7,3071,3,1,2,531,,,,-37.75832,144.99017,Northern Metropolitan,8870
Toorak,11A Canterbury Rd,3,h,,SP,Jellis,16-09-2017,4.1,3142,3,2,,,,,,-37.84792,145.00926,Southern Metropolitan,7217
Toorak,3 Devorgilla Av,3,h,,SN,Greg,16-09-2017,4.1,3142,3,2,2,457,,,,-37.8492,145.01966,Southern Metropolitan,7217
Toorak,12/10 Hopetoun Rd,3,u,932000,SP,hockingstuart,16-09-2017,4.1,3142,3,1,1,,108,1960,,-37.84978,145.02807,Southern Metropolitan,7217
Toorak,8/10 Hopetoun Rd,2,u,860000,PI,Thomson,16-09-2017,4.1,3142,2,1,1,,,,,-37.84978,145.02807,Southern Metropolitan,7217
Toorak,13 Kyeamba Gr,3,h,2076000,S,Jellis,16-09-2017,4.1,3142,3,1,2,302,,,,-37.84213,145.02527,Southern Metropolitan,7217
Toorak,5 Landale Rd,4,h,,SP,Fletchers,16-09-2017,4.1,3142,,,,,,,,,,Southern Metropolitan,7217
Toorak,4 Monomeath Av,4,h,,S,RT,16-09-2017,4.1,3142,4,2,2,767,,,,-37.84063,145.03028,Southern Metropolitan,7217
Toorak,4/9 Monomeath Av,3,u,,SP,Marshall,16-09-2017,4.1,3142,3,1,1,,122,1965,,-37.84041,145.03098,Southern Metropolitan,7217
Tullamarine,229 Melrose Dr,3,h,705000,S,YPA,16-09-2017,12.9,3043,3,2,4,,,,,-37.69673,144.87757,Western Metropolitan,3296
Vermont,1 Marina St,5,h,1150000,PI,Jellis,16-09-2017,17.2,3133,5,2,2,599,235,,,-37.84158,145.19762,Eastern Metropolitan,4181
Viewbank,2 Country La,3,h,1009000,S,Jellis,16-09-2017,8.9,3084,3,2,2,663,136,1980,,-37.7417,145.0958,Eastern Metropolitan,2698
Viewbank,16 Duff Pde,4,h,1435000,SP,Nelson,16-09-2017,8.9,3084,4,3,6,,,,,-37.73712,145.08386,Eastern Metropolitan,2698
Viewbank,9 Peregrine Ct,4,h,,SP,Bekdon,16-09-2017,8.9,3084,4,2,2,,256,2005,,-37.73574,145.09369,Eastern Metropolitan,2698
Wallan,14 Danaher Av,3,h,366000,S,Ray,16-09-2017,44.2,3756,3,1,1,502,77,1978,,-37.40853,144.97749,Northern Victoria,3988
Wallan,134 Dudley St,3,h,,SN,Barry,16-09-2017,44.2,3756,3,2,3,756,119,2000,,-37.40758,144.97434,Northern Victoria,3988
Wallan,53 Station St,3,h,,SN,Barry,16-09-2017,44.2,3756,3,1,2,1012,,,,-37.41318,145.00519,Northern Victoria,3988
Wantirna,78 Raheen Av,3,h,1070000,S,Buxton,16-09-2017,14.7,3152,3,2,2,673,,,,-37.86345,145.22871,Eastern Metropolitan,5424
Wantirna South,12 McLean Ct,4,h,1440000,S,Ray,16-09-2017,14.7,3152,4,3,6,717,247,1985,,-37.87831,145.24575,Eastern Metropolitan,7082
Wantirna South,20 Mingana Rd,4,h,1060000,SP,Ray,16-09-2017,14.7,3152,4,2,3,729,173,1970,,-37.85728,145.24839,Eastern Metropolitan,7082
Watsonia,3 Beaumont St,5,h,1100000,S,Barry,16-09-2017,14.5,3087,5,2,2,,150,1965,,-37.71289,145.07555,Northern Metropolitan,2329
Watsonia,36 Elder St,2,h,599500,S,Buckingham,16-09-2017,14.5,3087,2,1,1,,98,1960,,-37.71289,145.08735,Northern Metropolitan,2329
Watsonia,1/16 Lambourn Rd,2,u,640000,PI,Flannagan,16-09-2017,14.5,3087,,,,,,,,,,Northern Metropolitan,2329
Watsonia,12 Manfred St,3,h,792000,S,Buckingham,16-09-2017,14.5,3087,3,1,2,571,124,1960,,-37.71502,145.08844,Northern Metropolitan,2329
Watsonia,86 Watsonia Rd,3,h,920000,S,Barry,16-09-2017,14.5,3087,3,1,1,,,,,-37.70934,145.08316,Northern Metropolitan,2329
Watsonia North,306 Grimshaw St,4,h,920000,PI,Barry,16-09-2017,14.5,3087,4,2,2,966,,,,-37.7023,145.08357,Northern Metropolitan,1442
Werribee,40 High St,3,h,615000,S,YPA,16-09-2017,14.7,3030,3,1,1,,115,1958,,-37.8933,144.6592,Western Metropolitan,16166
Werribee,18 Melanie Dr,3,h,551000,SP,YPA,16-09-2017,14.7,3030,3,2,3,,,,,-37.91228,144.65653,Western Metropolitan,16166
Werribee,3 Newark Cl,3,h,,SN,Barry,16-09-2017,14.7,3030,3,1,2,,,,,-37.89445,144.6326,Western Metropolitan,16166
Werribee,81 Parramatta Rd,3,h,470000,S,Reliance,16-09-2017,14.7,3030,3,1,2,640,125,1985,,-37.88537,144.65337,Western Metropolitan,16166
Werribee,4 Queens Ct,3,h,,SN,Barry,16-09-2017,14.7,3030,3,2,3,687,,,,-37.89529,144.67351,Western Metropolitan,16166
Werribee,1/4 Tedesco Ct,3,h,515000,SP,YPA,16-09-2017,14.7,3030,3,2,1,251,194,2012,,-37.90918,144.68325,Western Metropolitan,16166
Werribee,94 Wattle Av,4,h,603500,SP,YPA,16-09-2017,14.7,3030,4,2,4,650,184,1994,,-37.90336,144.67918,Western Metropolitan,16166
West Footscray,15 Alberta St,3,h,870000,SP,Jas,16-09-2017,6.4,3012,3,1,2,417,109,1950,,-37.79644,144.86388,Western Metropolitan,5058
West Footscray,9 Devonshire St,4,h,850000,PI,Burnham,16-09-2017,6.4,3012,4,2,1,,164,1950,,-37.79068,144.86999,Western Metropolitan,5058
West Footscray,15 Lae St,2,h,730000,SP,Jas,16-09-2017,6.4,3012,,,,,,,,,,Western Metropolitan,5058
West Footscray,127 Stanhope St,4,h,1060000,S,Douglas,16-09-2017,6.4,3012,3,3,2,512,512,1920,,-37.79487,144.86353,Western Metropolitan,5058
West Melbourne,199 Hawke St,3,t,1500000,SP,Joseph,16-09-2017,3.1,3003,3,2,1,862,209,1920,,-37.80947,144.94473,Northern Metropolitan,2230
West Melbourne,35 Hawke St,3,h,,S,Jellis,16-09-2017,3.1,3003,3,2,2,231,,,,-37.8063,144.94817,Northern Metropolitan,2230
West Melbourne,236 Roden St,3,t,1251000,SP,Jellis,16-09-2017,3.1,3003,3,3,1,,,,,-37.80978,144.94476,Northern Metropolitan,2230
Westmeadows,28 Hornsby Av,4,h,702000,S,YPA,16-09-2017,16.5,3049,4,2,2,,149,1990,,-37.67972,144.87564,Northern Metropolitan,2474
Westmeadows,213 Johnstone St,2,h,,SN,Barry,16-09-2017,16.5,3049,2,1,1,,,,,-37.67915,144.89725,Northern Metropolitan,2474
Wheelers Hill,65 Cootamundra Dr,3,h,950000,S,Jellis,16-09-2017,16.7,3150,3,2,2,651,,,,-37.91057,145.1719,South-Eastern Metropolitan,7392
Wheelers Hill,8 Drysdale Ct,4,h,,SN,Biggin,16-09-2017,16.7,3150,4,2,2,660,149,1970,,-37.91304,145.16867,South-Eastern Metropolitan,7392
Wheelers Hill,7 Meadowbrook Dr,4,h,1211000,S,C21,16-09-2017,16.7,3150,4,3,4,653,,,,-37.90667,145.17368,South-Eastern Metropolitan,7392
Wheelers Hill,40 Strathconnan Pl,4,h,,W,LLC,16-09-2017,16.7,3150,4,2,2,664,664,2001,,-37.90342,145.18897,South-Eastern Metropolitan,7392
Wheelers Hill,5 Trooper Ct,6,h,,PI,Ray,16-09-2017,16.7,3150,6,3,2,760,266,1980,,-37.90498,145.19042,South-Eastern Metropolitan,7392
Wheelers Hill,25 Winterton Dr,4,h,,PI,Barry,16-09-2017,16.7,3150,4,3,2,697,,,,-37.89432,145.1843,South-Eastern Metropolitan,7392
Williams Landing,22 Bushlark Cr,3,h,555000,SP,hockingstuart,16-09-2017,17.6,3027,3,2,2,265,25,2014,,-37.85504,144.73516,Western Metropolitan,1999
Williamstown,17/8 Techno Park Dr,2,u,,PI,hockingstuart,16-09-2017,6.8,3016,2,1,1,,,,,-37.8568,144.85858,Western Metropolitan,6380
Williamstown North,52a Florence St,3,h,1190000,S,Williams,16-09-2017,6.8,3016,3,2,2,297,,2005,,-37.85537,144.87578,Western Metropolitan,802
Windsor,2/235 Dandenong Rd,2,t,,S,hockingstuart,16-09-2017,4.6,3181,2,2,1,,98,2005,,-37.85844,144.99965,Southern Metropolitan,4380
Windsor,5 Gladstone St,3,h,1425000,S,Jellis,16-09-2017,4.6,3181,3,1,1,188,150,1907,,-37.85277,144.98485,Southern Metropolitan,4380
Windsor,73 Lewisham Rd,3,h,1970000,PI,Marshall,16-09-2017,4.6,3181,3,2,0,362,,1895,,-37.85327,144.99947,Southern Metropolitan,4380
Windsor,14 McIlwrick St,2,h,1300000,VB,hockingstuart,16-09-2017,4.6,3181,2,1,1,258,,,,-37.85591,144.99356,Southern Metropolitan,4380
Windsor,129 Peel St,3,h,2056000,SP,Biggin,16-09-2017,4.6,3181,3,1,2,,,,,-37.85536,144.98924,Southern Metropolitan,4380
Wyndham Vale,6 Narmara Mw,3,h,547500,S,Ray,16-09-2017,27.2,3024,,,,,,,,,,Western Metropolitan,5262
Yarraville,23 Gray St,2,h,921000,S,hockingstuart,16-09-2017,6.3,3013,2,1,,161,,,,-37.81899,144.89507,Western Metropolitan,6543
Yarraville,9 Hawkhurst St,3,h,1190000,SP,Jas,16-09-2017,6.3,3013,3,1,2,515,89,1955,,-37.82067,144.87725,Western Metropolitan,6543
Yarraville,1b Stanger St,2,t,772000,SP,Jas,16-09-2017,6.3,3013,,,,,,,,,,Western Metropolitan,6543
Abbotsford,67 Stafford St,3,h,1000000,PI,Biggin,19-08-2017,3,3067,3,1,2,196,,1900,,-37.80094,144.99569,Northern Metropolitan,4019
Abbotsford,1/29 Yarra Bank Ct,3,u,1001000,S,Biggin,19-08-2017,3,3067,3,2,1,,,2000,,-37.80468,144.99834,Northern Metropolitan,4019
Airport West,2/64 McNamara Av,3,t,730000,S,Jellis,19-08-2017,10.4,3042,3,2,2,,,1995,,-37.72312,144.88245,Western Metropolitan,3464
Airport West,3/53 Moore Rd,2,u,590000,S,Barry,19-08-2017,10.4,3042,2,1,1,,,,,-37.7169,144.88731,Western Metropolitan,3464
Albanvale,35 Angelique Gr,3,h,506000,S,hockingstuart,19-08-2017,14,3021,3,1,2,544,120,1980,,-37.74965,144.77009,Western Metropolitan,1899
Albanvale,32 Dover St,3,h,502000,S,GL,19-08-2017,14,3021,3,1,2,,115,1975,,-37.74485,144.77612,Western Metropolitan,1899
Albert Park,123 Richardson St,4,h,2550000,S,Marshall,19-08-2017,3,3206,4,2,,152,175,1910,,-37.84663,144.95681,Southern Metropolitan,3280
Alphington,9/45 Broomfield Av,1,h,341000,S,Ray,19-08-2017,5.7,3078,1,1,1,,48,1970,,-37.77956,145.02152,Northern Metropolitan,2211
Altona,4 Burt St,3,h,901000,S,Purplebricks,19-08-2017,11,3018,3,2,1,,,,,-37.86268,144.82339,Western Metropolitan,5301
Altona,1/51 Galvin St,3,u,740000,SP,RT,19-08-2017,11,3018,,,,,,,,,,Western Metropolitan,5301
Altona North,4 Huxtable Av,5,h,1201000,S,Williams,19-08-2017,9.4,3025,5,3,4,,,,,-37.83095,144.85203,Western Metropolitan,5132
Altona North,57B Second Av,3,h,720000,SP,Gunn&Co,19-08-2017,9.4,3025,3,2,2,,127,2009,,-37.83685,144.8533,Western Metropolitan,5132
Altona North,83 Seventh Av,3,h,880000,PI,hockingstuart,19-08-2017,9.4,3025,3,1,2,563,,,,-37.83879,144.84787,Western Metropolitan,5132
Ardeer,721 Ballarat Rd,3,h,730000,SP,HAR,19-08-2017,12.8,3022,3,2,2,739,112,1970,,-37.77245,144.8001,Western Metropolitan,1281
Armadale,4/26 Armadale St,1,u,440000,VB,Barry,19-08-2017,6.3,3143,1,1,1,,,,,-37.85926,145.0187,Southern Metropolitan,4836
Armadale,2/2 Egerton Rd,2,u,750000,S,Jellis,19-08-2017,6.3,3143,2,1,1,,82,1970,,-37.86318,145.02252,Southern Metropolitan,4836
Armadale,18A New St,2,h,1460000,S,Jellis,19-08-2017,6.3,3143,2,1,1,181,80,1930,,-37.8542,145.01506,Southern Metropolitan,4836
Armadale,28 New St,2,h,1726000,S,Marshall,19-08-2017,6.3,3143,2,2,2,269,128,1910,,-37.85425,145.01545,Southern Metropolitan,4836
Ascot Vale,12 Bloomfield Rd,4,h,2300000,SP,Nelson,19-08-2017,4.3,3032,4,2,2,,257,1930,,-37.77639,144.92106,Western Metropolitan,6567
Ascot Vale,12 Langs Rd,2,t,692500,S,Brad,19-08-2017,4.3,3032,,,,,,,,,,Western Metropolitan,6567
Ashburton,3/65 Ashburn Gr,3,t,1200000,VB,Fletchers,19-08-2017,10.2,3147,3,2,2,,178,2007,,-37.86939,145.08035,Southern Metropolitan,3052
Ashburton,26 Duke St,2,h,,S,Marshall,19-08-2017,10.2,3147,2,1,2,,160,1940,,-37.85988,145.0774,Southern Metropolitan,3052
Ashburton,34 Nicholas St,3,h,,SP,Jellis,19-08-2017,10.2,3147,3,2,2,,202,1950,,-37.87174,145.07664,Southern Metropolitan,3052
Ashburton,21 Warner Av,4,h,1920000,S,Jellis,19-08-2017,10.2,3147,4,3,2,391,203,2016,,-37.86664,145.08597,Southern Metropolitan,3052
